ra,dec,SDSS_Objid,Prediction,Label
136.0971,40.83919906616211,1237657629514006650,0.21195771,Barred-NonRings
136.0982,1.0757999420166016,1237673710404763878,0.30797073,Barred-NonRings
136.1202,39.20899963378906,1237657627902935215,0.0025310668,Barred-NonRings
136.1232,41.98649978637695,1237657776617488680,0.022921003,Barred-NonRings
136.1298,10.339900016784668,1237664286710235517,0.10606501,Barred-NonRings
136.1322,32.964698791503906,1237660764303523956,0.0001527583,Barred-NonRings
136.1347,64.989501953125,1237663788498944275,0.03154643,Barred-NonRings
136.142,41.39780044555664,1237657630051008714,0.11015339,Barred-NonRings
136.1423,52.54079818725586,1237653614257569939,0.0022720615,Barred-NonRings
136.1451,2.7746999263763428,1237654604778373483,0.0038460793,Barred-NonRings
136.1504,53.58359909057617,1237651190285729848,0.093793,Barred-NonRings
136.153,10.391300201416016,1237664286710300830,0.13867879,Barred-NonRings
136.1682,15.600299835205078,1237670449985159362,0.11589018,Barred-NonRings
136.1809,38.94110107421875,1237658201275891900,0.6200907,Barred-Rings
136.1821,1.7085000276565552,1237651753991143750,0.0001779685,Barred-NonRings
136.1822,13.038200378417969,1237670594942861423,0.00043502348,Barred-NonRings
136.197,19.726900100708008,1237667252922351789,0.0005154293,Barred-NonRings
136.1986,56.53099822998047,1237660935018316012,0.0032280136,Barred-NonRings
136.2,40.59170150756836,1237657775006482650,0.013625917,Barred-NonRings
136.2001,18.64949989318848,1237667292651258051,0.33381632,Barred-NonRings
136.207,28.022600173950195,1237664092364996724,0.037406232,Barred-NonRings
136.2085,57.18220138549805,1237660935555383456,0.1230714,Barred-NonRings
136.219,33.303199768066406,1237664869211045968,1.03144694e-10,Barred-NonRings
136.221,39.35449981689453,1237657773932478577,0.00030865657,Barred-NonRings
136.229,54.795501708984375,1237651191359799508,0.23430552,Barred-NonRings
136.233,46.87120056152344,1237657771779096698,0.002482964,Barred-NonRings
136.2374,64.53700256347656,1237663917346194102,0.05074442,Barred-NonRings
136.241,19.621000289916992,1237667209972809916,0.16741997,Barred-NonRings
136.2633,7.088099956512451,1237658493334126910,0.00085724937,Barred-NonRings
136.2651,0.5285999774932861,1237674460950298900,0.07045014,Barred-NonRings
136.267,55.57609939575195,1237651191896932711,0.00013399974,Barred-NonRings
136.2756,64.18550109863281,1237663787961811139,0.019954346,Barred-NonRings
136.2781,46.26639938354492,1237657608040349816,0.16808794,Barred-NonRings
136.2841,21.37820053100586,1237667212120621226,0.37307736,Barred-NonRings
136.2847,33.13750076293945,1237664869211046122,0.05256768,Barred-NonRings
136.2932,5.969200134277344,1237658300598124824,0.09188854,Barred-NonRings
136.2972,13.599200248718262,1237670965383856425,0.018541306,Barred-NonRings
136.3032,11.853300094604492,1237671124298105111,0.0622808,Barred-NonRings
136.3219,17.744699478149414,1237667538538397976,0.00017951222,Barred-NonRings
136.3243,24.5088005065918,1237665127988199737,0.15863039,Barred-NonRings
136.326,59.67300033569336,1237663546369507529,0.048650324,Barred-NonRings
136.3292,23.82719993591309,1237667113868001520,0.16206165,Barred-NonRings
136.33,4.241399765014648,1237658298450575676,0.0003833148,Barred-NonRings
136.3331,60.46939849853516,1237663546906640557,0.8996852,Barred-Rings
136.3408,17.968599319458008,1237667429018042580,0.0028224005,Barred-NonRings
136.3422,29.789600372314453,1237661381694521486,0.09357474,Barred-NonRings
136.35,33.36249923706055,1237660961865007276,0.00018278249,Barred-NonRings
136.3654,47.01559829711914,1237657771779162443,0.4066559,Barred-NonRings
136.3688,18.927000045776367,1237667430091915610,0.16592291,Barred-NonRings
136.37,22.60219955444336,1237667112257192192,0.0025649946,Barred-NonRings
136.3718,25.224899291992188,1237665098460954735,0.009066786,Barred-NonRings
136.3811,21.54360008239746,1237667111183253847,0.34438035,Barred-NonRings
136.3862,8.174599647521973,1237661064947368089,0.018432867,Barred-NonRings
136.391,61.72050094604492,1237663547980775705,0.24145877,Barred-NonRings
136.3937,51.80210113525391,1237654382514339990,0.03116539,Barred-NonRings
136.4002,37.47600173950195,1237658203958673551,0.08337957,Barred-NonRings
136.4022,14.934000015258787,1237667782277529757,0.000914601,Barred-NonRings
136.4108,11.415800094604492,1237671123761234056,0.07792416,Barred-NonRings
136.426,19.59939956665039,1237667209972875428,0.29262412,Barred-NonRings
136.4278,44.33489990234375,1237657402418725128,0.014115451,Barred-NonRings
136.429,41.07500076293945,1237657775543550066,0.6854453,Barred-Rings
136.433,22.23870086669922,1237667255607165174,0.030047968,Barred-NonRings
136.4362,65.80909729003906,1237663918420394096,0.15593675,Barred-NonRings
136.4407,40.87960052490234,1237657629514072370,0.09544308,Barred-NonRings
136.4438,3.1461000442504883,1237654605315375517,0.00025146117,Barred-NonRings
136.4461,53.32170104980469,1237653614794702965,0.00033386197,Barred-NonRings
136.447,36.77870178222656,1237660636524839059,0.106396824,Barred-NonRings
136.4493,56.539398193359375,1237651252562034854,0.11350865,Barred-NonRings
136.4578,30.747900009155277,1237661124543054051,4.1309035e-05,Barred-NonRings
136.4751,40.34349822998047,1237657628977070383,0.031984523,Barred-NonRings
136.476,55.0359001159668,1237651191359930502,0.14468278,Barred-NonRings
136.477,13.357799530029297,1237668289075544260,0.37055415,Barred-NonRings
136.488,17.6968994140625,1237667538538463638,0.07254711,Barred-NonRings
136.4933,37.0796012878418,1237658203421737098,0.12716594,Barred-NonRings
136.4989,8.986300468444824,1237661068168593680,0.07218096,Barred-NonRings
136.5068,51.413700103759766,1237654381977403461,0.25595734,Barred-NonRings
136.507,9.05620002746582,1237664285099688242,0.085432276,Barred-NonRings
136.5097,27.67200088500977,1237664091828125965,0.11038904,Barred-NonRings
136.51,32.844200134277344,1237660961328070846,0.16173881,Barred-NonRings
136.5112,4.06790018081665,1237654606389182781,0.0018386468,Barred-NonRings
136.5122,8.296899795532227,1237661064947433822,0.00074474793,Barred-NonRings
136.5191,26.478700637817383,1237664878336737410,0.027196065,Barred-NonRings
136.521,51.73529815673828,1237653613183631426,0.8314795,Barred-Rings
136.5304,43.27330017089844,1237657401344720973,0.18298732,Barred-NonRings
136.5321,37.128299713134766,1237658203421737296,0.0012993291,Barred-NonRings
136.5351,25.79759979248047,1237664877799735419,0.16416071,Barred-NonRings
136.5379,42.112300872802734,1237657630588207265,0.08087976,Barred-NonRings
136.549,20.853200912475582,1237667253996421304,0.16571844,Barred-NonRings
136.5512,40.77740097045898,1237657775006679321,0.23356257,Barred-NonRings
136.5522,17.719999313354492,1237667538538528772,0.35398895,Barred-NonRings
136.5571,14.192399978637695,1237667781203787808,0.1693002,Barred-NonRings
136.5589,15.421600341796877,1237667782814531687,0.2553896,Barred-NonRings
136.5638,23.911800384521484,1237667113868132490,0.077572,Barred-NonRings
136.5741,52.9276008605957,1237653614257766627,0.008186671,Barred-NonRings
136.5828,39.479000091552734,1237657627903131800,0.031879894,Barred-NonRings
136.5869,62.25120162963867,1237663548517843224,0.0070026214,Barred-NonRings
136.5869,30.160400390625,1237664094513004801,0.19014826,Barred-NonRings
136.6,10.256600379943848,1237661069779337435,0.0001920923,Barred-NonRings
136.602,55.23849868774414,1237651251487899768,0.15173352,Barred-NonRings
136.61,6.527500152587891,1237660412112470230,0.14774576,Barred-NonRings
136.6291,13.86400032043457,1237668289612546349,0.03559455,Barred-NonRings
136.6301,20.78709983825684,1237667253996421374,0.08608931,Barred-NonRings
136.6362,53.5718994140625,1237653614794834130,0.0021939988,Barred-NonRings
136.6468,11.862500190734863,1237671124298236061,0.0005392915,Barred-NonRings
136.6508,10.497400283813477,1237664286710497572,0.0028320837,Barred-NonRings
136.6549,51.98569869995117,1237654382514471026,0.53902674,Barred-Rings
136.6592,5.345399856567383,1237658424080531764,0.11271063,Barred-NonRings
136.6601,16.472000122070312,1237667783888470121,0.13259593,Barred-NonRings
136.661,37.80720138549805,1237658203958804612,0.36130276,Barred-NonRings
136.676,11.581899642944336,1237671123761365187,0.0063710404,Barred-NonRings
136.6799,8.219200134277344,1237661064947499300,0.00037296236,Barred-NonRings
136.6857,57.87789916992188,1237651538702041193,0.00041711848,Barred-NonRings
136.6898,51.41790008544922,1237654381977403561,0.11983704,Barred-NonRings
136.69,16.592300415039062,1237670451059228816,0.09085614,Barred-NonRings
136.6911,25.30649948120117,1237665098461085933,0.034733348,Barred-NonRings
136.6942,20.819299697875977,1237667253996421426,0.004433285,Barred-NonRings
136.6968,50.2057991027832,1237655109439193337,0.00033462423,Barred-NonRings
136.7269,15.404600143432615,1237670449448485021,0.42929453,Barred-NonRings
136.7366,49.64569854736328,1237655108902191456,0.009407176,Barred-NonRings
136.7428,56.712398529052734,1237660935018447027,0.74378943,Barred-Rings
136.7519,17.132999420166016,1237667485918560560,0.00706691,Barred-NonRings
136.755,44.892799377441406,1237657606429475210,0.0019437603,Barred-NonRings
136.7762,40.39950180053711,1237657774469742799,0.14700325,Barred-NonRings
136.7843,10.241100311279297,1237661069779403217,0.79665065,Barred-Rings
136.7882,16.811800003051758,1237667485381689677,0.03213775,Barred-NonRings
136.7919,2.876300096511841,1237654604778635763,0.27093616,Barred-NonRings
136.7929,8.902799606323242,1237661068168724799,0.0007792915,Barred-NonRings
136.7933,43.92219924926758,1237657401881854090,0.001331325,Barred-NonRings
136.7938,47.2484016418457,1237657771779293383,4.407422e-05,Barred-NonRings
136.8128,41.33879852294922,1237657775543746819,0.04922149,Barred-NonRings
136.8168,16.01650047302246,1237667783351599528,0.00023114363,Barred-NonRings
136.821,29.36400032043457,1237664093439197362,0.0044180993,Barred-NonRings
136.8231,20.9463005065918,1237667253996486925,0.27755013,Barred-NonRings
136.8271,-0.7006999850273132,1237650795142185207,0.0002360055,Barred-NonRings
136.832,46.222599029541016,1237657770705289291,0.09100828,Barred-NonRings
136.8463,37.01020050048828,1237660636525035678,0.0001397028,Barred-NonRings
136.847,34.42430114746094,1237664870821789950,0.21889895,Barred-NonRings
136.8482,12.236900329589844,1237671261737124218,0.00014228918,Barred-NonRings
136.853,17.29199981689453,1237667538001658113,0.00022039277,Barred-NonRings
136.8533,23.32859992980957,1237667142865715438,0.277465,Barred-NonRings
136.856,66.22429656982422,1237663789573144824,0.00061686424,Barred-NonRings
136.8614,55.6161003112793,1237651251488096397,0.22343886,Barred-NonRings
136.8682,40.681400299072266,1237657628977266965,0.015538717,Barred-NonRings
136.8714,63.5973014831543,1237663916272255226,0.00015922329,Barred-NonRings
136.8728,18.265899658203125,1237667429018304617,0.7057462,Barred-Rings
136.8739,41.7505989074707,1237657630051336376,0.1936338,Barred-NonRings
136.8854,53.70370101928711,1237653614794899574,0.10527398,Barred-NonRings
136.892,20.05500030517578,1237667252922679429,0.033327132,Barred-NonRings
136.8939,42.846900939941406,1237657241895108781,0.11270945,Barred-NonRings
136.904,52.1427001953125,1237654382514536651,0.18530951,Barred-NonRings
136.9092,18.220800399780277,1237667429018304634,0.0005459743,Barred-NonRings
136.913,55.4822998046875,1237651251488030924,0.25517207,Barred-NonRings
136.9212,22.023500442504883,1237667212657819848,0.0038067268,Barred-NonRings
136.9438,51.00400161743164,1237654381440467096,0.08344215,Barred-NonRings
136.9469,22.31220054626465,1237667111720517912,0.26728803,Barred-NonRings
136.9591,56.41880035400391,1237651192434196591,0.0009202689,Barred-NonRings
136.9689,5.109899997711182,1237658299524645207,0.054809287,Barred-NonRings
136.9699,26.60790061950684,1237664878336934402,0.00017210224,Barred-NonRings
136.9722,52.57609939575195,1237653613720830235,0.0001593916,Barred-NonRings
136.9778,39.40549850463867,1237658201276219603,0.65921116,Barred-Rings
136.979,3.272700071334839,1237654605315637495,0.7713052,Barred-Rings
136.979,50.7156982421875,1237654654179803317,0.8101742,Barred-Rings
136.9809,0.8342999815940857,1237648722285625782,0.0020465702,Barred-NonRings
136.9901,31.729700088500977,1237661383305724302,0.06300821,Barred-NonRings
137.0061,43.66130065917969,1237657401344983164,0.37807176,Barred-NonRings
137.0142,52.6713981628418,1237653613720895613,0.20798457,Barred-NonRings
137.0261,7.859499931335449,1237661064410759348,0.25137502,Barred-NonRings
137.0278,52.66709899902344,1237653613720895618,0.118614525,Barred-NonRings
137.0402,37.9994010925293,1237658203958935712,0.001478649,Barred-NonRings
137.0424,56.62820053100586,1237651252562165925,0.22494316,Barred-NonRings
137.043,15.940999984741213,1237667783351664902,0.32534114,Barred-NonRings
137.0471,16.015899658203125,1237667783351664942,0.012023885,Barred-NonRings
137.051,30.59189987182617,1237661382231785784,0.19795378,Barred-NonRings
137.0527,42.035301208496094,1237657776080879913,0.2336416,Barred-NonRings
137.061,5.0696001052856445,1237658299524710744,0.011226216,Barred-NonRings
137.061,5.480100154876709,1237658300061581337,0.048442367,Barred-NonRings
137.0628,10.220199584960938,1237661069779534170,0.06828717,Barred-NonRings
137.0673,16.05500030517578,1237667783351730381,0.56669635,Barred-Rings
137.0689,55.727500915527344,1237651251488162234,0.00091845565,Barred-NonRings
137.086,56.15250015258789,1237651252025163981,0.16876987,Barred-NonRings
137.0991,57.44319915771485,1237651538165104762,0.25317875,Barred-NonRings
137.1141,18.546199798583984,1237667292114714755,0.71317095,Barred-Rings
137.1148,52.6057014465332,1237653613720895616,0.24910492,Barred-NonRings
137.1157,37.68370056152344,1237660637062168844,0.00015879027,Barred-NonRings
137.1288,51.76969909667969,1237654381977600240,0.0006313578,Barred-NonRings
137.1311,5.470799922943115,1237658300061581686,0.020671505,Barred-NonRings
137.142,3.6775999069213863,1237654605852574069,0.440539,Barred-NonRings
137.1498,60.48469924926758,1237663529726836946,0.007933062,Barred-NonRings
137.1573,34.77349853515625,1237664871358791901,0.0011520941,Barred-NonRings
137.169,31.809200286865234,1237661383305855176,0.144529,Barred-NonRings
137.1788,13.101699829101562,1237671262811062595,0.5652382,Barred-Rings
137.1841,12.19540023803711,1237671261737255126,0.011673485,Barred-NonRings
137.1898,33.447898864746094,1237664869748244655,0.00027729687,Barred-NonRings
137.1921,52.785400390625,1237654383051669620,0.16909143,Barred-NonRings
137.1921,10.534099578857422,1237661924477829421,0.0073601133,Barred-NonRings
137.2051,14.34529972076416,1237667781204050297,0.16377768,Barred-NonRings
137.2128,5.296500205993652,1237658424080793841,0.024120066,Barred-NonRings
137.23,14.310199737548828,1237667781204050306,0.033690635,Barred-NonRings
137.233,6.0432000160217285,1237658300598518058,0.60687107,Barred-Rings
137.2356,60.46390151977539,1237663529726836956,0.0001420392,Barred-NonRings
137.2381,10.75730037689209,1237671122687754548,0.15481393,Barred-NonRings
137.2478,20.322399139404297,1237667210510205220,0.107154764,Barred-NonRings
137.2603,18.93680000305176,1237667292651716774,0.03112854,Barred-NonRings
137.261,37.49160003662109,1237658203421999213,0.811273,Barred-Rings
137.2639,0.3420000076293945,1237648721748885737,0.034268122,Barred-NonRings
137.2668,19.287599563598636,1237667430092308785,0.007286835,Barred-NonRings
137.27,20.097299575805664,1237667252922810394,0.01781615,Barred-NonRings
137.2721,15.564200401306152,1237670449448747185,0.0028030905,Barred-NonRings
137.2729,47.33580017089844,1237657634334244990,0.00014386752,Barred-NonRings
137.2891,30.901899337768555,1237661382231916823,0.018833984,Barred-NonRings
137.298,0.8353999853134155,1237648722285756726,0.82119155,Barred-Rings
137.3072,22.951799392700195,1237667112257585440,0.001176965,Barred-NonRings
137.321,39.73680114746094,1237658201276416010,0.029187588,Barred-NonRings
137.321,52.07740020751953,1237653613183893643,0.16475949,Barred-NonRings
137.3269,53.33209991455078,1237653614258028711,0.0006115659,Barred-NonRings
137.3352,35.36220169067383,1237660963476406531,0.17908101,Barred-NonRings
137.341,37.62620162963867,1237658203422064908,0.23821999,Barred-NonRings
137.343,24.245399475097656,1237667113868460215,0.9787825,Barred-Rings
137.349,52.49689865112305,1237654382514733262,0.0001511023,Barred-NonRings
137.3583,7.161499977111816,1237660412649669031,0.14357102,Barred-NonRings
137.3591,10.96280002593994,1237671260126577265,0.001974322,Barred-NonRings
137.3719,-0.5803999900817871,1237648720675209466,0.08644806,Barred-NonRings
137.388,52.324798583984375,1237654382514667767,0.0001563284,Barred-NonRings
137.3883,49.59159851074219,1237655108365451481,0.23132274,Barred-NonRings
137.399,42.24879837036133,1237657776081010875,0.021980308,Barred-NonRings
137.402,65.72750091552734,1237663917883588748,0.00015969297,Barred-NonRings
137.404,26.23539924621582,1237664877800128703,0.04470624,Barred-NonRings
137.4112,15.721400260925291,1237667782814925069,0.31301546,Barred-NonRings
137.4119,7.854599952697754,1237660413723476172,0.078178294,Barred-NonRings
137.4271,63.72129821777344,1237663786888134844,0.11520334,Barred-NonRings
137.4318,14.479399681091309,1237667781204181289,0.18165335,Barred-NonRings
137.4409,35.14979934692383,1237664871895728271,0.021894528,Barred-NonRings
137.446,-0.6517999768257141,1237650795142447380,0.019602764,Barred-NonRings
137.4469,32.75830078125,1237661384379859150,0.2039112,Barred-NonRings
137.4573,63.86069869995117,1237663916272451802,0.17988406,Barred-NonRings
137.461,13.546799659729004,1237670964847509531,0.00014070157,Barred-NonRings
137.4616,63.934200286865234,1237663916272451743,0.12200428,Barred-NonRings
137.471,35.70479965209961,1237660634914291886,0.41489658,Barred-NonRings
137.4759,23.15250015258789,1237667142329041040,0.0036326766,Barred-NonRings
137.476,23.456300735473636,1237667112794652777,0.061400622,Barred-NonRings
137.4847,65.43599700927734,1237663788499271781,0.12231137,Barred-NonRings
137.5015,55.12049865722656,1237651250951160007,0.25817057,Barred-NonRings
137.5025,59.98320007324219,1237651540313375037,0.0002942277,Barred-NonRings
137.506,37.95790100097656,1237657873253793952,0.3813396,Barred-NonRings
137.508,62.031700134277344,1237663547981037752,0.015877413,Barred-NonRings
137.5239,-0.1731999963521957,1237648721212146027,0.088781245,Barred-NonRings
137.531,16.172500610351562,1237667783351926953,0.01592285,Barred-NonRings
137.5322,8.786800384521484,1237661065484763336,0.19299248,Barred-NonRings
137.5339,14.398699760437012,1237667781204181397,0.00016197396,Barred-NonRings
137.5411,5.811600208282471,1237658424617795751,0.8586567,Barred-Rings
137.543,65.7333984375,1237663917883654280,0.707127,Barred-Rings
137.546,52.81460189819336,1237653613721026754,0.022171013,Barred-NonRings
137.5569,10.888400077819824,1237671122687885677,0.1713541,Barred-NonRings
137.5578,34.977500915527344,1237660962939470161,0.0011072651,Barred-NonRings
137.5797,35.71039962768555,1237660634914357362,0.1685971,Barred-NonRings
137.58,52.55179977416992,1237654382514798715,0.1445798,Barred-NonRings
137.584,0.671999990940094,1237648722285887773,0.010877633,Barred-NonRings
137.589,18.11230087280273,1237667538538987878,0.12495363,Barred-NonRings
137.5951,54.64889907836914,1237651250414223385,0.0992372,Barred-NonRings
137.5973,1.7303999662399292,1237673709868613925,0.12156453,Barred-NonRings
137.6088,56.25320053100586,1237651191897391248,0.057579093,Barred-NonRings
137.6167,7.478600025177002,1237660413186670921,0.0020397662,Barred-NonRings
137.6188,31.88360023498535,1237661383305986135,0.19996929,Barred-NonRings
137.6232,6.712200164794922,1237660412112928971,0.942192,Barred-Rings
137.6325,62.14540100097656,1237663547981103213,0.6801395,Barred-Rings
137.634,41.0182991027832,1237657628977594511,0.019693917,Barred-NonRings
137.6391,10.070799827575684,1237661069242925096,0.22879611,Barred-NonRings
137.643,28.37579917907715,1237664091828650073,0.11780916,Barred-NonRings
137.6437,44.39590072631836,1237657401882181876,0.1741332,Barred-NonRings
137.6457,50.3400993347168,1237655108902584636,0.04954468,Barred-NonRings
137.647,14.598299980163574,1237670448375005383,0.015676688,Barred-NonRings
137.662,45.09429931640625,1237657402419249258,0.00022401939,Barred-NonRings
137.663,26.52680015563965,1237664877800259856,0.8913551,Barred-Rings
137.669,6.344900131225586,1237658425154732309,0.2773157,Barred-NonRings
137.671,62.596099853515625,1237663531338170514,0.01482508,Barred-NonRings
137.6748,57.40250015258789,1237651537628299446,0.073127516,Barred-NonRings
137.682,42.69179916381836,1237657630588666114,0.41645807,Barred-NonRings
137.7041,1.9368000030517576,1237674461488021716,0.0016912048,Barred-NonRings
137.7129,51.863399505615234,1237653612647088212,0.0014861581,Barred-NonRings
137.7139,11.294599533081056,1237671123224887344,0.10849436,Barred-NonRings
137.7223,41.645599365234375,1237657629514662029,0.19011135,Barred-NonRings
137.749,58.28409957885742,1237651272427503741,0.02942682,Barred-NonRings
137.759,17.27400016784668,1237667537465180329,0.062880956,Barred-NonRings
137.7631,11.289999961853027,1237671123224887536,0.0005878559,Barred-NonRings
137.7638,11.4483003616333,1237671260663709837,0.0002299121,Barred-NonRings
137.7701,56.93619918823242,1237651252562362538,0.24129602,Barred-NonRings
137.7942,11.557000160217283,1237671260663709872,0.00014604907,Barred-NonRings
137.7961,3.5048999786376958,1237654601558065456,0.2760257,Barred-NonRings
137.7987,19.342199325561523,1237667430092570762,0.00015878922,Barred-NonRings
137.8131,51.77859878540039,1237653612647088199,0.04917068,Barred-NonRings
137.8321,28.478099822998047,1237664091828715709,0.14447026,Barred-NonRings
137.8409,48.42340087890625,1237657772316754099,0.018429304,Barred-NonRings
137.8439,23.85790061950684,1237667142866174093,0.14489119,Barred-NonRings
137.8465,62.48419952392578,1237663531338170502,0.21919645,Barred-NonRings
137.8521,51.93320083618164,1237653612647088289,0.0047650062,Barred-NonRings
137.865,40.89339828491211,1237657774470135985,0.0038975726,Barred-NonRings
137.8812,16.02389907836914,1237670449985880338,0.00082430383,Barred-NonRings
137.883,23.04540061950684,1237667112257847394,0.9677494,Barred-Rings
137.8832,37.13349914550781,1237660344470667398,0.7223381,Barred-Rings
137.8849,15.993599891662598,1237670449985880245,0.8876118,Barred-Rings
137.9002,59.43080139160156,1237651273501573356,0.0066406066,Barred-NonRings
137.9067,61.00510025024414,1237663546907033836,0.1767321,Barred-NonRings
137.91,2.916599988937378,1237654604779159846,0.87141955,Barred-Rings
137.9116,51.81439971923828,1237653612647088259,0.00014294384,Barred-NonRings
137.915,64.36589813232422,1237663787425267859,0.0030845264,Barred-NonRings
137.9321,54.15140151977539,1237653614795227324,0.038382966,Barred-NonRings
137.9333,33.62689971923828,1237660961328660692,0.022963597,Barred-NonRings
137.938,55.39599990844727,1237651250951356556,0.23836772,Barred-NonRings
137.9382,39.2134017944336,1237657874327994473,0.2701721,Barred-NonRings
137.942,64.29669952392578,1237663787425202361,0.00017208386,Barred-NonRings
137.9443,56.9203987121582,1237651192434524324,0.09202111,Barred-NonRings
137.9661,12.498600006103516,1237671261737582852,0.00013969933,Barred-NonRings
137.9709,48.2244987487793,1237657634871509027,0.47347075,Barred-NonRings
137.9797,53.03210067749024,1237653613721157891,0.081420936,Barred-NonRings
137.981,20.006200790405277,1237667293725851886,0.55252033,Barred-Rings
137.9909,16.230199813842773,1237667783352123567,0.12304082,Barred-NonRings
137.992,26.61720085144043,1237664877800390948,0.00021354928,Barred-NonRings
137.993,61.745601654052734,1237663547444166873,0.00017175174,Barred-NonRings
138.0178,49.34339904785156,1237655107828646047,0.10085662,Barred-NonRings
138.0192,25.86639976501465,1237665098461675634,0.012632559,Barred-NonRings
138.027,15.912599563598633,1237667782815187340,0.7863557,Barred-Rings
138.0308,12.31309986114502,1237671124298825783,0.517906,Barred-Rings
138.0362,15.67389965057373,1237670449449009468,0.0017081088,Barred-NonRings
138.0372,26.300800323486328,1237664834857271581,0.016856983,Barred-NonRings
138.0472,14.42870044708252,1237670965921579216,0.06108656,Barred-NonRings
138.0476,53.02370071411133,1237653613721223272,0.21783428,Barred-NonRings
138.0477,13.52239990234375,1237670964847706351,0.0015960558,Barred-NonRings
138.0523,37.88520050048828,1237658203422326959,0.0918218,Barred-NonRings
138.0527,64.46289825439453,1237663787425267993,0.0051902076,Barred-NonRings
138.0548,65.8395004272461,1237663917883719902,0.00021118246,Barred-NonRings
138.061,49.76129913330078,1237654652569125194,0.901235,Barred-Rings
138.0638,64.61180114746094,1237663787425333527,0.00028765269,Barred-NonRings
138.0781,27.743099212646484,1237664836468212041,0.00052382983,Barred-NonRings
138.084,34.260101318359375,1237664870822248650,0.148382,Barred-NonRings
138.0902,10.355999946594238,1237661923941351557,0.11145556,Barred-NonRings
138.1049,25.25200080871582,1237665127988986097,0.11061884,Barred-NonRings
138.105,47.54750061035156,1237657634334441642,0.9140271,Barred-Rings
138.114,9.476099967956545,1237661922867544230,0.0031769127,Barred-NonRings
138.117,10.72130012512207,1237661924478222617,0.09239765,Barred-NonRings
138.117,53.26309967041016,1237654383051997338,0.2363716,Barred-NonRings
138.1178,3.578000068664551,1237654601558196612,0.14070816,Barred-NonRings
138.1197,48.851898193359375,1237655107291644121,0.048250426,Barred-NonRings
138.1248,12.586600303649902,1237671261737648453,0.00063281925,Barred-NonRings
138.1267,25.90019989013672,1237665098461675730,0.07693341,Barred-NonRings
138.1394,51.25569915771485,1237654654180196448,0.05098672,Barred-NonRings
138.1512,0.3095000088214874,1237648721749279075,0.6859158,Barred-Rings
138.164,12.842700004577637,1237671262274584647,0.20248666,Barred-NonRings
138.1668,25.077299118041992,1237665097387802843,0.018867232,Barred-NonRings
138.1788,18.92259979248047,1237667292115173589,0.00014754862,Barred-NonRings
138.182,27.34630012512207,1237664835931275450,0.00015008649,Barred-NonRings
138.185,11.601200103759766,1237671260663841001,0.00026754147,Barred-NonRings
138.1883,59.68989944458008,1237651539776569477,0.0042480407,Barred-NonRings
138.198,53.62419891357422,1237653614258290794,0.00041501265,Barred-NonRings
138.2018,22.66349983215332,1237667111721042070,7.4527794e-05,Barred-NonRings
138.2041,28.167600631713867,1237664879411396791,0.0014490111,Barred-NonRings
138.2104,62.87770080566406,1237663548518236374,0.0226459,Barred-NonRings
138.2187,40.0369987487793,1237658201276743749,0.00015539672,Barred-NonRings
138.2346,61.49919891357422,1237663530264166641,0.17707099,Barred-NonRings
138.237,35.295101165771484,1237660962939797766,0.0005347303,Barred-NonRings
138.26,13.788000106811523,1237670964847837333,0.000129896,Barred-NonRings
138.2692,39.94720077514648,1237657874865127644,0.10394884,Barred-NonRings
138.2791,10.43910026550293,1237661069780058437,0.015818644,Barred-NonRings
138.3015,61.0984001159668,1237663529727230152,0.15105267,Barred-NonRings
138.318,8.22599983215332,1237660669810639021,0.0005151262,Barred-NonRings
138.3188,4.083799839019775,1237654606389969136,0.00015067008,Barred-NonRings
138.323,16.016000747680664,1237667782815318242,0.35425112,Barred-NonRings
138.3313,48.62110137939453,1237657772316885164,0.029383993,Barred-NonRings
138.3317,61.1593017578125,1237663529727230105,0.021869779,Barred-NonRings
138.346,3.575700044631958,1237654601558327486,0.0033512737,Barred-NonRings
138.3599,3.281599998474121,1237654605316227438,0.16698377,Barred-NonRings
138.3697,39.6150016784668,1237658200739807325,0.14058429,Barred-NonRings
138.3757,42.7140007019043,1237657776081404071,0.007889207,Barred-NonRings
138.3805,66.18689727783203,1237663917883851033,0.00016838424,Barred-NonRings
138.3843,42.575801849365234,1237657630051926177,0.00015186191,Barred-NonRings
138.3932,46.17470169067383,1237657606967066674,0.00043665292,Barred-NonRings
138.394,35.25740051269531,1237660962939797739,0.219252,Barred-NonRings
138.3991,64.44419860839844,1237663916272713853,0.0038920946,Barred-NonRings
138.4041,33.798301696777344,1237664870285508820,0.098425955,Barred-NonRings
138.4129,34.56999969482422,1237664871359250566,0.0035499597,Barred-NonRings
138.4189,51.32619857788086,1237654654180262066,0.014196911,Barred-NonRings
138.4284,51.4109001159668,1237654654180262115,0.090871595,Barred-NonRings
138.431,12.893799781799316,1237671262274715864,0.92158777,Barred-Rings
138.4418,40.00400161743164,1237657874865193156,0.13995379,Barred-NonRings
138.4506,51.79439926147461,1237654381440991439,0.122613564,Barred-NonRings
138.4638,49.69369888305664,1237655107828842640,0.62926227,Barred-Rings
138.4692,51.41460037231445,1237654654180327557,0.18209073,Barred-NonRings
138.483,16.859399795532227,1237667783889256700,0.0023990383,Barred-NonRings
138.4872,63.32770156860352,1237663531875369227,0.25786132,Barred-NonRings
